date,hour,predicted_temperature,actual_temperature
2024-01-13,11,23.995273410673096,28.170510864257835
2024-01-13,12,22.260224133850176,26.863946533203148
2024-01-13,13,19.641885548227698,24.798150634765648
2024-01-13,14,17.133779516368215,22.712197875976585
2024-01-13,15,15.512832178792323,21.173852539062523
2024-01-13,16,14.482209646893113,19.8161560058594
2024-01-13,17,13.75647198943594,18.606469726562523
2024-01-13,18,13.376074172742822,17.61622009277346
2024-01-13,19,13.38954414662009,16.921380615234398
2024-01-13,20,13.558247061583646,16.131738281250023
2024-01-13,21,13.800273354607832,15.261087036132835
2024-01-13,22,14.12657395084716,14.423883056640648
2024-01-13,23,14.72453361841543,13.75068054199221
2024-01-14,0,14.882904566009815,13.21009216308596
2024-01-14,1,14.976205028259113,12.77027282714846
2024-01-14,2,14.965065981829389,18.11134490966799
2024-01-14,3,16.59787644867833,13.587396240234398
2024-01-14,4,19.874171427871747,18.683679199218773
2024-01-14,5,22.232333777159255,22.1181579589844
2024-01-14,6,23.861696818223788,24.612832641601585
2024-01-14,7,24.689877364936322,25.963433837890648
2024-01-14,8,25.183694402986795,26.87302551269533
2024-01-14,9,25.2491210695267,27.35828552246096
2024-01-14,10,24.860132452541396,27.465753173828148
2024-01-14,11,23.960522939541114,27.105996704101585
2024-01-14,12,22.225473662718198,25.7817321777344
2024-01-14,13,19.607135077095716,23.956079101562523
2024-01-14,14,17.099029045236232,21.801782226562523
2024-01-14,15,15.47808170766034,19.98410949707033
2024-01-14,16,14.447459175761134,18.66651306152346
2024-01-14,17,13.721721518303958,17.58167419433596
2024-01-14,18,13.34132370161084,16.666848754882835
2024-01-14,19,13.35479367548811,16.00653991699221
2024-01-14,20,13.523496590451668,15.305535888671898
2024-01-14,21,13.76552288347585,14.59089050292971
2024-01-14,22,14.091823479715178,13.90986022949221
2024-01-14,23,14.689783147283451,13.23694763183596
2024-01-15,0,14.848154094877833,16.853265380859398
2024-01-15,1,14.94145455712713,16.853265380859398
2024-01-15,2,14.930315510697406,16.853265380859398
2024-01-15,3,16.563125977546353,12.722528076171898
2024-01-15,4,19.839420956739765,17.03968200683596
2024-01-15,5,22.197583306027273,20.0913024902344
2024-01-15,6,23.82694634709181,22.72992858886721
2024-01-15,7,24.655126893804344,24.541070556640648
2024-01-15,8,25.148943931854816,25.743524169921898
2024-01-15,9,25.21437059839472,26.366983032226585
2024-01-15,10,24.825381981409418,26.52063903808596
2024-01-15,11,23.925772468409132,26.315850830078148
2024-01-15,12,22.190723191586216,25.613336181640648
2024-01-15,13,19.572384605963737,24.063836669921898
2024-01-15,14,17.064278574104254,22.018823242187523
2024-01-15,15,15.443331236528358,20.33674011230471
